replication,tau_pooled,tau_within_length,tau_score_length,tau_cvss_length
74,-0.17701149425287357,-0.08148148148148149,-0.42076376459228254,0.06090001855940932
75,-0.011494252873563218,-0.05185185185185185,-0.26574553553196795,-0.06090001855940932
76,-0.08045977011494253,-0.1111111111111111,-0.09965457582448797,-0.12180003711881864
77,-0.2045977011494253,-0.2740740740740741,-0.2546728048848026,0.04429092258866132
78,-0.05747126436781609,-0.08148148148148149,-0.32664555409137724,-0.06643638388299199
79,-0.3103448275862069,-0.28888888888888886,-0.43737286056303054,0.3155728234442119
80,0.14482758620689656,0.06666666666666667,-0.29342736214988124,0.05536365323582665
81,-0.14942528735632185,0.007407407407407408,-0.3654001113564559,0.33771828473854254
82,-0.06206896551724138,-0.1259259259259259,-0.2823546315027159,-0.07750911453015731
83,-0.14482758620689656,-0.15555555555555556,-0.33771828473854254,0.04429092258866132
84,-0.10344827586206896,-0.14074074074074075,-0.19377278632539327,0.1439454984131493
85,-0.03908045977011494,-0.007407407407407408,-0.2546728048848026,-0.01107273064716533
86,0.0022988505747126436,-0.022222222222222223,-0.48166378315169184,-0.04982728791224399
87,-0.14022988505747128,-0.17037037037037037,-0.21038188229614127,0.21591824761972395
88,0.09885057471264368,0.0962962962962963,-0.24913643956121992,0.02214546129433066
89,0.2367816091954023,0.4222222222222222,-0.2048455169725586,0.1439454984131493
90,-0.020689655172413793,0.007407407407407408,-0.33771828473854254,0.09965457582448797
91,0.26436781609195403,0.24444444444444444,-0.35986374603287324,-0.01107273064716533
92,-0.18160919540229886,-0.2,-0.3820092073272039,-0.09411821050090531
93,0.167816091954023,0.17037037037037037,-0.35986374603287324,0.02214546129433066
94,-0.08505747126436781,0.022222222222222223,-0.2989637274734639,0.1107273064716533
95,-0.02528735632183908,0.037037037037037035,-0.2823546315027159,0.06090001855940932
96,-0.011494252873563218,0.037037037037037035,-0.18270005567822795,0.19930915164897595
97,-0.016091954022988506,0.022222222222222223,-0.21038188229614127,0.005536365323582665
98,0.07126436781609195,-0.0962962962962963,-0.47059105250452654,-0.21591824761972395
99,0.02528735632183908,0.06666666666666667,-0.04982728791224399,0.1107273064716533
100,-0.020689655172413793,0.037037037037037035,-0.48720014847527454,0.1273364024424013
101,-0.011494252873563218,-0.007407407407407408,-0.2048455169725586,-0.09411821050090531
102,0.016091954022988506,0.0962962962962963,-0.37093647668003854,0.05536365323582665
103,0.167816091954023,0.05185185185185185,-0.4152273992686999,-0.1439454984131493
104,0.052873563218390804,0.18518518518518517,-0.3045000927970466,0.01107273064716533
105,0.15402298850574714,0.15555555555555556,-0.19930915164897595,-0.005536365323582665
106,-0.034482758620689655,0.022222222222222223,-0.27681826617913324,0.09411821050090531
107,0.1724137931034483,0.21481481481481482,-0.19930915164897595,0.14948186373673195
108,-0.11724137931034483,-0.14074074074074075,-0.3487910153857079,0.22699097826688927
109,0.06206896551724138,0.022222222222222223,-0.038754557265078655,-0.09411821050090531
110,0.12643678160919541,0.08148148148148149,-0.21591824761972395,-0.18270005567822795
111,0.24597701149425288,0.2740740740740741,-0.31003645812062924,-0.09411821050090531
112,-0.07586206896551724,-0.1111111111111111,-0.15501822906031462,0.038754557265078655
113,0.03908045977011494,0.08148148148148149,-0.17162732503106262,0.15501822906031462
114,-0.135632183908046,-0.0962962962962963,-0.29342736214988124,0.18823642100181062
115,0.0896551724137931,0.007407407407407408,-0.13840913308956662,0.03321819194149599
116,0.04367816091954023,0.14074074074074075,-0.2546728048848026,0.08858184517732264
117,0.11724137931034483,0.06666666666666667,-0.5536365323582665,-0.13840913308956662
118,-0.029885057471264367,-0.06666666666666667,-0.22699097826688927,-0.09411821050090531
119,0.04367816091954023,0.1111111111111111,-0.35986374603287324,0.17162732503106262
120,0.19080459770114944,0.1111111111111111,-0.5425638017111012,-0.1107273064716533
121,-0.11724137931034483,-0.24444444444444444,-0.3045000927970466,-0.05536365323582665
122,-0.20919540229885059,-0.0962962962962963,-0.16609095970747995,0.005536365323582665
123,-0.21839080459770116,-0.21481481481481482,-0.2823546315027159,0.12180003711881864
124,0.029885057471264367,0.05185185185185185,-0.1107273064716533,0.2712819008555506
125,-0.11724137931034483,0.022222222222222223,-0.42076376459228254,0.33771828473854254
126,-0.08045977011494253,-0.06666666666666667,-0.2823546315027159,-0.05536365323582665
127,-0.052873563218390804,-0.1111111111111111,-0.21038188229614127,-0.03321819194149599
128,0.034482758620689655,0.08148148148148149,-0.21038188229614127,-0.01107273064716533
129,0.11264367816091954,0.08148148148148149,-0.14948186373673195,-0.13287276776598397
130,0.11264367816091954,0.007407407407407408,-0.26574553553196795,-0.24360007423763727
131,0.04367816091954023,0.08148148148148149,-0.42076376459228254,0.21038188229614127
132,-0.15402298850574714,-0.24444444444444444,-0.3045000927970466,0.1107273064716533
133,-0.029885057471264367,0.007407407407407408,-0.3487910153857079,-0.1107273064716533
134,0.029885057471264367,-0.06666666666666667,-0.24913643956121992,0.01107273064716533
135,0.020689655172413793,-0.007407407407407408,-0.21038188229614127,-0.005536365323582665
136,-0.016091954022988506,0.037037037037037035,-0.40415466862153454,-0.038754557265078655
137,-0.08505747126436781,-0.037037037037037035,-0.2048455169725586,0.08304547985373997
138,-0.052873563218390804,-0.1111111111111111,-0.5148819750931879,0.10519094114807064
139,0.020689655172413793,0.022222222222222223,-0.22699097826688927,0.1439454984131493
140,0.12183908045977011,0.22962962962962963,-0.5481001670346838,-0.06643638388299199
141,-0.07586206896551724,0.007407407407407408,-0.2989637274734639,0.038754557265078655
142,0.07586206896551724,-0.05185185185185185,-0.27681826617913324,-0.09965457582448797
143,0.016091954022988506,-0.05185185185185185,-0.32664555409137724,0.0
144,-0.20919540229885059,-0.25925925925925924,-0.5038092444460225,0.08304547985373997
145,-0.034482758620689655,-0.05185185185185185,-0.34325465006212524,-0.03321819194149599
146,-0.04367816091954023,-0.14074074074074075,-0.31003645812062924,-0.2214546129433066
147,0.2367816091954023,0.18518518518518517,-0.3487910153857079,-0.26574553553196795
148,-0.0896551724137931,-0.06666666666666667,0.03321819194149599,0.17162732503106262
149,0.18160919540229886,0.24444444444444444,-0.31003645812062924,0.038754557265078655
150,0.167816091954023,0.21481481481481482,-0.45398195653377854,-0.03321819194149599
151,-0.08045977011494253,-0.007407407407407408,-0.13840913308956662,0.19930915164897595
152,-0.034482758620689655,0.05185185185185185,-0.3487910153857079,0.1107273064716533
153,-0.04827586206896552,0.14074074074074075,-0.4318364952394479,0.16609095970747995
154,0.0022988505747126436,-0.007407407407407408,-0.19930915164897595,-0.10519094114807064
155,0.14942528735632185,0.0962962962962963,-0.1439454984131493,0.03321819194149599
156,-0.12183908045977011,-0.05185185185185185,-0.3045000927970466,0.31003645812062924
157,-0.07126436781609195,-0.28888888888888886,-0.3211091887677946,-0.1439454984131493
158,0.11264367816091954,0.3037037037037037,-0.3321819194149599,0.24360007423763727
159,0.15862068965517243,0.1111111111111111,-0.1439454984131493,0.1273364024424013
160,0.2,0.15555555555555556,-0.26574553553196795,-0.06090001855940932
161,0.03908045977011494,0.022222222222222223,-0.35432738070929054,-0.10519094114807064
162,-0.21379310344827587,-0.1259259259259259,-0.07750911453015731,0.09965457582448797
163,-0.03908045977011494,-0.06666666666666667,-0.26020917020838524,-0.26020917020838524
164,-0.14022988505747128,-0.15555555555555556,-0.37647284200362124,0.23252734359047192
165,0.09425287356321839,0.007407407407407408,-0.27681826617913324,-0.12180003711881864
166,0.3057471264367816,0.1111111111111111,-0.6477547428591718,-0.37647284200362124
167,0.14482758620689656,0.21481481481481482,-0.3155728234442119,-0.02214546129433066
168,-0.06206896551724138,-0.15555555555555556,-0.17716369035464527,-0.07197274920657465
169,-0.07126436781609195,-0.022222222222222223,-0.3654001113564559,0.03321819194149599
170,-0.17701149425287357,-0.24444444444444444,-0.3654001113564559,-0.06643638388299199
171,-0.11724137931034483,-0.1111111111111111,-0.22699097826688927,-0.005536365323582665
172,-0.0896551724137931,-0.14074074074074075,0.07750911453015731,0.1107273064716533
173,0.09425287356321839,0.0962962962962963,-0.24360007423763727,-0.04429092258866132
174,-0.2735632183908046,-0.31851851851851853,-0.2380637089140546,0.26020917020838524
175,0.1310344827586207,0.05185185185185185,-0.3211091887677946,-0.13840913308956662
176,0.0022988505747126436,-0.0962962962962963,-0.2878909968262986,-0.06090001855940932
177,-0.14942528735632185,-0.05185185185185185,-0.4263001299158652,0.18823642100181062
178,0.052873563218390804,-0.022222222222222223,-0.19930915164897595,0.038754557265078655
179,-0.05747126436781609,-0.18518518518518517,-0.46505468718094384,-0.2214546129433066
180,0.14942528735632185,0.08148148148148149,-0.4263001299158652,-0.18823642100181062
181,-0.020689655172413793,0.037037037037037035,-0.09965457582448797,0.016609095970747997
182,-0.034482758620689655,-0.0962962962962963,-0.17716369035464527,-0.027681826617913324
183,0.029885057471264367,0.037037037037037035,-0.49827287912243984,0.06643638388299199
184,0.1724137931034483,0.15555555555555556,-0.4595183218573612,-0.02214546129433066
185,0.2,0.18518518518518517,-0.24360007423763727,-0.027681826617913324
186,0.016091954022988506,0.022222222222222223,-0.19377278632539327,-0.11626367179523596
187,0.19540229885057472,0.05185185185185185,-0.48166378315169184,-0.26574553553196795
188,0.2689655172413793,0.1259259259259259,-0.3930819379743692,-0.04982728791224399
189,-0.04367816091954023,-0.14074074074074075,-0.24360007423763727,-0.23252734359047192
190,0.05747126436781609,0.0962962962962963,-0.21591824761972395,0.005536365323582665
191,0.08045977011494253,0.05185185185185185,-0.31003645812062924,0.04429092258866132
192,0.10804597701149425,-0.022222222222222223,-0.09965457582448797,0.04982728791224399
193,-0.052873563218390804,-0.06666666666666667,-0.26574553553196795,-0.11626367179523596
194,0.32413793103448274,0.3925925925925926,-0.26020917020838524,-0.11626367179523596
195,-0.08045977011494253,0.022222222222222223,-0.3487910153857079,0.2546728048848026
196,0.1310344827586207,0.1111111111111111,-0.4761274178281092,-0.08304547985373997
197,0.2045977011494253,0.1111111111111111,-0.3487910153857079,-0.17716369035464527
198,0.020689655172413793,-0.08148148148148149,-0.27681826617913324,-0.08858184517732264
199,-0.0896551724137931,-0.0962962962962963,-0.18823642100181062,-0.06090001855940932
200,-0.22298850574712645,-0.22962962962962963,-0.4096910339451172,0.13840913308956662
201,0.167816091954023,0.05185185185185185,-0.2048455169725586,-0.23252734359047192
202,0.05747126436781609,0.007407407407407408,-0.3321819194149599,-0.03321819194149599
203,0.1724137931034483,0.2,-0.44844559121019584,-0.10519094114807064
204,-0.006896551724137931,-0.05185185185185185,-0.23252734359047192,0.03321819194149599
205,0.05747126436781609,0.1111111111111111,-0.5923910896233452,0.1107273064716533
206,-0.011494252873563218,0.022222222222222223,-0.31003645812062924,0.13287276776598397
207,0.135632183908046,0.0962962962962963,-0.46505468718094384,-0.11626367179523596
208,-0.33793103448275863,-0.2,-0.49827287912243984,0.27681826617913324
209,0.05747126436781609,0.0962962962962963,-0.21038188229614127,0.05536365323582665
210,0.08045977011494253,0.0962962962962963,-0.21038188229614127,-0.08304547985373997
211,0.0896551724137931,0.18518518518518517,-0.4318364952394479,0.04982728791224399
212,-0.12643678160919541,-0.0962962962962963,-0.2878909968262986,-0.04982728791224399
213,-0.19540229885057472,-0.25925925925925924,-0.33771828473854254,0.03321819194149599
214,-0.006896551724137931,-0.007407407407407408,-0.5481001670346838,-0.05536365323582665
215,0.14022988505747128,0.15555555555555556,-0.1107273064716533,0.09965457582448797
216,-0.09425287356321839,-0.21481481481481482,-0.27681826617913324,-0.24360007423763727
217,-0.20919540229885059,-0.1259259259259259,-0.32664555409137724,0.05536365323582665
218,0.3057471264367816,0.17037037037037037,-0.3930819379743692,-0.26574553553196795
219,0.14482758620689656,0.24444444444444444,-0.27681826617913324,-0.18270005567822795
220,-0.12643678160919541,-0.15555555555555556,-0.5757819936525972,0.038754557265078655
221,-0.18160919540229886,-0.0962962962962963,-0.4927365137988572,0.15501822906031462
222,0.034482758620689655,0.06666666666666667,-0.14948186373673195,-0.13287276776598397
223,0.12643678160919541,0.1111111111111111,-0.4096910339451172,0.04429092258866132
224,-0.03908045977011494,-0.1111111111111111,-0.31003645812062924,-0.06090001855940932
225,0.05747126436781609,0.1259259259259259,-0.02214546129433066,-0.03321819194149599
226,-0.07586206896551724,-0.17037037037037037,-0.29342736214988124,0.07750911453015731
227,-0.07586206896551724,-0.1111111111111111,-0.44844559121019584,-0.1107273064716533
228,0.19540229885057472,0.21481481481481482,-0.17716369035464527,-0.24360007423763727
229,-0.011494252873563218,-0.007407407407407408,-0.42076376459228254,-0.17716369035464527
230,0.02528735632183908,0.1111111111111111,-0.33771828473854254,0.22699097826688927
231,-0.016091954022988506,-0.022222222222222223,-0.07197274920657465,-0.07197274920657465
232,0.052873563218390804,-0.022222222222222223,-0.2214546129433066,0.14948186373673195
233,0.135632183908046,-0.08148148148148149,-0.2048455169725586,-0.12180003711881864
234,-0.08505747126436781,-0.007407407407407408,-0.35986374603287324,0.3045000927970466
235,-0.029885057471264367,0.037037037037037035,-0.08858184517732264,0.14948186373673195
236,0.05747126436781609,-0.007407407407407408,-0.2878909968262986,-0.13840913308956662
237,0.2,0.14074074074074075,-0.40415466862153454,-0.2712819008555506
238,0.03908045977011494,0.1259259259259259,-0.3321819194149599,0.15501822906031462
239,-0.10344827586206896,0.022222222222222223,-0.3654001113564559,0.23252734359047192
240,0.07126436781609195,0.037037037037037035,-0.34325465006212524,-0.04982728791224399
241,-0.04367816091954023,0.022222222222222223,-0.17716369035464527,0.04982728791224399
242,0.12643678160919541,0.022222222222222223,-0.31003645812062924,-0.3654001113564559
243,0.052873563218390804,-0.0962962962962963,-0.2823546315027159,-0.47059105250452654
244,-0.19080459770114944,-0.1111111111111111,-0.24913643956121992,0.08304547985373997
245,-0.034482758620689655,0.06666666666666667,-0.2380637089140546,0.2380637089140546
246,0.11724137931034483,0.2,-0.18823642100181062,-0.01107273064716533
247,-0.10344827586206896,-0.15555555555555556,-0.3487910153857079,-0.1273364024424013
248,0.18160919540229886,0.34814814814814815,-0.2546728048848026,0.24360007423763727
249,0.20919540229885059,0.22962962962962963,-0.3820092073272039,-0.17162732503106262
250,0.2,0.15555555555555556,-0.07750911453015731,0.04982728791224399
251,-0.11264367816091954,-0.22962962962962963,-0.04982728791224399,0.01107273064716533
252,0.0022988505747126436,-0.1111111111111111,-0.4318364952394479,-0.07750911453015731
253,0.10804597701149425,0.08148148148148149,-0.1107273064716533,-0.2214546129433066
254,-0.06206896551724138,-0.022222222222222223,-0.21038188229614127,0.0
255,-0.034482758620689655,-0.06666666666666667,-0.32664555409137724,0.02214546129433066
256,0.05747126436781609,-0.007407407407407408,-0.34325465006212524,-0.08304547985373997
257,-0.06206896551724138,0.037037037037037035,-0.23252734359047192,0.07750911453015731
258,0.11724137931034483,0.05185185185185185,-0.3155728234442119,-0.06090001855940932
259,-0.11264367816091954,-0.08148148148148149,-0.40415466862153454,0.12180003711881864
260,-0.06206896551724138,0.06666666666666667,-0.4429092258866132,0.13287276776598397
261,0.06206896551724138,0.05185185185185185,-0.2214546129433066,0.21038188229614127
262,0.02528735632183908,0.0962962962962963,-0.18270005567822795,0.1439454984131493
263,0.05747126436781609,0.037037037037037035,-0.37093647668003854,-0.038754557265078655
264,0.12183908045977011,0.18518518518518517,-0.2214546129433066,-0.13287276776598397
265,-0.2689655172413793,-0.24444444444444444,-0.43737286056303054,0.2823546315027159
266,0.12643678160919541,-0.05185185185185185,-0.3930819379743692,-0.19930915164897595
267,0.10804597701149425,0.05185185185185185,-0.3930819379743692,-0.13840913308956662
268,-0.052873563218390804,0.022222222222222223,-0.34325465006212524,0.1605545943838973
269,0.06206896551724138,-0.15555555555555556,-0.48166378315169184,-0.14948186373673195
270,0.167816091954023,0.0962962962962963,-0.1439454984131493,0.01107273064716533
271,0.135632183908046,0.08148148148148149,-0.5481001670346838,-0.1273364024424013
272,-0.10804597701149425,0.05185185185185185,-0.18823642100181062,0.038754557265078655
273,0.2,0.22962962962962963,-0.3211091887677946,-0.15501822906031462
274,-0.09425287356321839,-0.21481481481481482,-0.4927365137988572,-0.016609095970747997
275,-0.17701149425287357,-0.15555555555555556,-0.5370274363875185,0.07197274920657465
276,-0.006896551724137931,-0.0962962962962963,-0.37093647668003854,-0.1107273064716533
277,-0.016091954022988506,0.022222222222222223,-0.07750911453015731,0.33771828473854254
278,-0.06206896551724138,-0.0962962962962963,-0.21038188229614127,-0.11626367179523596
279,0.2597701149425287,0.28888888888888886,-0.32664555409137724,-0.08858184517732264
280,0.2413793103448276,0.1111111111111111,-0.29342736214988124,-0.03321819194149599
281,-0.04367816091954023,-0.037037037037037035,-0.17716369035464527,-0.21591824761972395
282,-0.08045977011494253,0.022222222222222223,-0.34325465006212524,0.18270005567822795
283,-0.14942528735632185,-0.1259259259259259,-0.38754557265078654,0.06643638388299199
284,-0.0896551724137931,-0.007407407407407408,-0.26574553553196795,0.3045000927970466
285,0.15862068965517243,0.17037037037037037,-0.14948186373673195,-0.17716369035464527
286,-0.03908045977011494,0.037037037037037035,-0.24913643956121992,0.2214546129433066
287,-0.12183908045977011,-0.007407407407407408,-0.3487910153857079,0.1605545943838973
288,0.17701149425287357,0.05185185185185185,-0.35432738070929054,-0.17162732503106262
289,0.2413793103448276,0.31851851851851853,-0.34325465006212524,0.016609095970747997
290,-0.052873563218390804,-0.022222222222222223,-0.2878909968262986,0.05536365323582665
291,-0.02528735632183908,-0.08148148148148149,-0.2989637274734639,0.08858184517732264
292,0.034482758620689655,0.08148148148148149,-0.42076376459228254,-0.12180003711881864
293,-0.034482758620689655,-0.2,-0.26574553553196795,-0.1107273064716533
294,-0.006896551724137931,0.037037037037037035,-0.43737286056303054,0.038754557265078655
295,-0.016091954022988506,0.17037037037037037,-0.6588274735063371,0.07750911453015731
296,0.1310344827586207,0.2,-0.3986183032979519,0.016609095970747997
297,-0.029885057471264367,0.037037037037037035,-0.1273364024424013,0.02214546129433066
298,0.02528735632183908,0.0962962962962963,-0.4263001299158652,0.18823642100181062
299,-0.135632183908046,-0.3037037037037037,-0.4761274178281092,-0.13840913308956662
300,-0.0022988505747126436,0.037037037037037035,-0.21038188229614127,0.07197274920657465
301,-0.167816091954023,-0.17037037037037037,-0.23252734359047192,-0.07197274920657465
302,0.07126436781609195,-0.007407407407407408,-0.3045000927970466,-0.2048455169725586
303,-0.0022988505747126436,0.0962962962962963,-0.19377278632539327,0.09965457582448797
304,0.1632183908045977,0.18518518518518517,-0.47059105250452654,-0.04429092258866132
305,0.18620689655172415,0.21481481481481482,-0.5148819750931879,-0.027681826617913324
306,-0.15402298850574714,-0.0962962962962963,-0.24360007423763727,-0.18270005567822795
307,-0.006896551724137931,-0.007407407407407408,-0.47059105250452654,-0.06643638388299199
308,0.19540229885057472,0.22962962962962963,-0.17716369035464527,-0.09411821050090531
309,0.07126436781609195,0.17037037037037037,-0.5536365323582665,-0.02214546129433066
310,-0.011494252873563218,-0.1259259259259259,-0.5204183404167705,-0.02214546129433066
311,0.020689655172413793,0.007407407407407408,-0.2048455169725586,-0.22699097826688927
312,0.052873563218390804,0.17037037037037037,-0.5038092444460225,0.038754557265078655
313,-0.02528735632183908,0.007407407407407408,-0.19377278632539327,0.06090001855940932
314,-0.016091954022988506,0.05185185185185185,-0.5038092444460225,0.07750911453015731
315,-0.21839080459770116,-0.24444444444444444,-0.32664555409137724,0.16609095970747995
316,0.06206896551724138,0.3037037037037037,-0.42076376459228254,0.22699097826688927
317,0.18620689655172415,0.2,-0.37647284200362124,-0.14948186373673195
318,0.10344827586206896,0.0962962962962963,-0.15501822906031462,-0.02214546129433066
319,-0.2,-0.21481481481481482,-0.08858184517732264,-0.005536365323582665
320,-0.03908045977011494,0.06666666666666667,-0.32664555409137724,0.1107273064716533
321,0.05747126436781609,0.34814814814814815,-0.5979274549469278,0.07197274920657465
322,-0.15402298850574714,-0.2740740740740741,-0.3820092073272039,-0.09965457582448797
323,-0.02528735632183908,-0.007407407407407408,-0.46505468718094384,0.016609095970747997
324,-0.04367816091954023,-0.06666666666666667,-0.42076376459228254,0.005536365323582665
325,0.0022988505747126436,0.037037037037037035,-0.1439454984131493,-0.15501822906031462
326,0.052873563218390804,0.14074074074074075,-0.09965457582448797,-0.2546728048848026
327,0.020689655172413793,0.22962962962962963,-0.37647284200362124,0.26020917020838524
328,-0.04827586206896552,-0.15555555555555556,-0.2546728048848026,0.0
329,0.006896551724137931,-0.007407407407407408,-0.4318364952394479,-0.07750911453015731
330,-0.19540229885057472,-0.2,-0.2989637274734639,0.11626367179523596
331,0.12183908045977011,0.22962962962962963,-0.46505468718094384,0.17162732503106262
332,0.3057471264367816,0.3333333333333333,-0.35986374603287324,-0.07197274920657465
333,-0.11724137931034483,-0.14074074074074075,-0.3045000927970466,-0.11626367179523596
334,-0.06666666666666667,-0.0962962962962963,-0.3654001113564559,-0.02214546129433066
335,-0.029885057471264367,-0.1111111111111111,-0.37647284200362124,-0.07197274920657465
336,0.10804597701149425,0.037037037037037035,-0.3045000927970466,-0.24360007423763727
337,-0.17701149425287357,-0.2,-0.26574553553196795,-0.027681826617913324
338,-0.08045977011494253,-0.1259259259259259,-0.24360007423763727,-0.1605545943838973
339,0.04827586206896552,-0.1111111111111111,-0.23252734359047192,0.09965457582448797
340,0.08505747126436781,0.037037037037037035,-0.3820092073272039,-0.07197274920657465
341,-0.12183908045977011,-0.21481481481481482,-0.4263001299158652,-0.08304547985373997
342,0.19540229885057472,0.24444444444444444,-0.6145365509176758,-0.04982728791224399
343,0.36551724137931035,0.3925925925925926,0.027681826617913324,0.05536365323582665
344,-0.0022988505747126436,0.06666666666666667,-0.3487910153857079,0.04429092258866132
345,-0.1310344827586207,-0.25925925925925924,-0.08304547985373997,0.1107273064716533
346,-0.006896551724137931,0.06666666666666667,-0.2214546129433066,-0.07750911453015731
347,-0.19540229885057472,-0.2,-0.5038092444460225,0.04429092258866132
